項目,世帯区分,年間収入五分位,時期,値,単位
平均消費性向,勤労者世帯,年収五分位3,2021000103,71.0,％
平均消費性向,勤労者世帯,年収五分位3,2021000406,60.4,％
平均消費性向,勤労者世帯,年収五分位3,2021000709,65.4,％
平均消費性向,勤労者世帯,年収五分位3,2021001012,55.1,％
平均消費性向,勤労者世帯,年収五分位3,2022000103,69.5,％
平均消費性向,勤労者世帯,年収五分位3,2022000406,59.6,％
平均消費性向,勤労者世帯,年収五分位3,2022000709,67.4,％
平均消費性向,勤労者世帯,年収五分位3,2022001012,56.0,％
平均消費性向,勤労者世帯,年収五分位3,2023000103,73.3,％
平均消費性向,勤労者世帯,年収五分位3,2023000406,63.6,％
平均消費性向,勤労者世帯,年収五分位3,2023000709,69.5,％
平均消費性向,勤労者世帯,年収五分位3,2023001012,57.9,％
平均消費性向,勤労者世帯,年収五分位3,2024000103,76.4,％
平均消費性向,勤労者世帯,年収五分位3,2024000406,61.0,％
平均消費性向,勤労者世帯,年収五分位3,2024000709,66.4,％
平均消費性向,勤労者世帯,年収五分位3,2024001012,56.3,％
平均消費性向,勤労者世帯,年収五分位3,2025000103,80.2,％
平均消費性向,勤労者世帯,年収五分位3,2025000406,61.4,％
平均消費性向,勤労者世帯,年収五分位3,2025000709,70.8,％
平均消費性向,勤労者世帯,年収五分位3,2025001012,52.8,％
平均消費性向,勤労者世帯,年収五分位3,2026000103,71.0,％
平均消費性向,勤労者世帯,年収五分位4,2000000103,81.0,％
平均消費性向,勤労者世帯,年収五分位4,2000000406,68.7,％
平均消費性向,勤労者世帯,年収五分位4,2000000709,71.8,％
平均消費性向,勤労者世帯,年収五分位4,2000001012,57.9,％
平均消費性向,勤労者世帯,年収五分位4,2001000103,85.2,％
平均消費性向,勤労者世帯,年収五分位4,2001000406,64.5,％
平均消費性向,勤労者世帯,年収五分位4,2001000709,74.4,％
平均消費性向,勤労者世帯,年収五分位4,2001001012,59.9,％
平均消費性向,勤労者世帯,年収五分位4,2002000103,79.5,％
平均消費性向,勤労者世帯,年収五分位4,2002000406,66.9,％
平均消費性向,勤労者世帯,年収五分位4,2002000709,75.0,％
平均消費性向,勤労者世帯,年収五分位4,2002001012,61.6,％
平均消費性向,勤労者世帯,年収五分位4,2003000103,83.7,％
平均消費性向,勤労者世帯,年収五分位4,2003000406,71.4,％
平均消費性向,勤労者世帯,年収五分位4,2003000709,75.6,％
平均消費性向,勤労者世帯,年収五分位4,2003001012,62.0,％
平均消費性向,勤労者世帯,年収五分位4,2004000103,83.9,％
平均消費性向,勤労者世帯,年収五分位4,2004000406,69.6,％
平均消費性向,勤労者世帯,年収五分位4,2004000709,74.8,％
平均消費性向,勤労者世帯,年収五分位4,2004001012,63.7,％
平均消費性向,勤労者世帯,年収五分位4,2005000103,87.6,％
平均消費性向,勤労者世帯,年収五分位4,2005000406,71.6,％
平均消費性向,勤労者世帯,年収五分位4,2005000709,76.9,％
平均消費性向,勤労者世帯,年収五分位4,2005001012,62.0,％
平均消費性向,勤労者世帯,年収五分位4,2006000103,84.5,％
平均消費性向,勤労者世帯,年収五分位4,2006000406,70.9,％
平均消費性向,勤労者世帯,年収五分位4,2006000709,71.0,％
平均消費性向,勤労者世帯,年収五分位4,2006001012,58.8,％
平均消費性向,勤労者世帯,年収五分位4,2007000103,84.0,％
平均消費性向,勤労者世帯,年収五分位4,2007000406,68.3,％
平均消費性向,勤労者世帯,年収五分位4,2007000709,73.4,％
平均消費性向,勤労者世帯,年収五分位4,2007001012,59.9,％
平均消費性向,勤労者世帯,年収五分位4,2008000103,84.0,％
平均消費性向,勤労者世帯,年収五分位4,2008000406,70.5,％
平均消費性向,勤労者世帯,年収五分位4,2008000709,75.9,％
平均消費性向,勤労者世帯,年収五分位4,2008001012,60.0,％
平均消費性向,勤労者世帯,年収五分位4,2009000103,85.4,％
平均消費性向,勤労者世帯,年収五分位4,2009000406,74.4,％
平均消費性向,勤労者世帯,年収五分位4,2009000709,76.3,％
平均消費性向,勤労者世帯,年収五分位4,2009001012,60.6,％
平均消費性向,勤労者世帯,年収五分位4,2010000103,83.8,％
平均消費性向,勤労者世帯,年収五分位4,2010000406,67.3,％
平均消費性向,勤労者世帯,年収五分位4,2010000709,77.9,％
平均消費性向,勤労者世帯,年収五分位4,2010001012,62.2,％
平均消費性向,勤労者世帯,年収五分位4,2011000103,81.8,％
平均消費性向,勤労者世帯,年収五分位4,2011000406,71.0,％
平均消費性向,勤労者世帯,年収五分位4,2011000709,75.6,％
平均消費性向,勤労者世帯,年収五分位4,2011001012,60.7,％
平均消費性向,勤労者世帯,年収五分位4,2012000103,82.3,％
平均消費性向,勤労者世帯,年収五分位4,2012000406,71.6,％
平均消費性向,勤労者世帯,年収五分位4,2012000709,75.0,％
平均消費性向,勤労者世帯,年収五分位4,2012001012,60.8,％
平均消費性向,勤労者世帯,年収五分位4,2013000103,85.6,％
平均消費性向,勤労者世帯,年収五分位4,2013000406,69.5,％
平均消費性向,勤労者世帯,年収五分位4,2013000709,76.2,％
平均消費性向,勤労者世帯,年収五分位4,2013001012,60.2,％
平均消費性向,勤労者世帯,年収五分位4,2014000103,86.7,％
平均消費性向,勤労者世帯,年収五分位4,2014000406,69.4,％
平均消費性向,勤労者世帯,年収五分位4,2014000709,77.0,％
平均消費性向,勤労者世帯,年収五分位4,2014001012,61.9,％
平均消費性向,勤労者世帯,年収五分位4,2015000103,83.3,％
平均消費性向,勤労者世帯,年収五分位4,2015000406,71.6,％
平均消費性向,勤労者世帯,年収五分位4,2015000709,74.6,％
平均消費性向,勤労者世帯,年収五分位4,2015001012,62.0,％
平均消費性向,勤労者世帯,年収五分位4,2016000103,82.2,％
平均消費性向,勤労者世帯,年収五分位4,2016000406,69.9,％
平均消費性向,勤労者世帯,年収五分位4,2016000709,73.4,％
平均消費性向,勤労者世帯,年収五分位4,2016001012,59.2,％
平均消費性向,勤労者世帯,年収五分位4,2017000103,82.1,％
平均消費性向,勤労者世帯,年収五分位4,2017000406,68.9,％
平均消費性向,勤労者世帯,年収五分位4,2017000709,70.4,％
平均消費性向,勤労者世帯,年収五分位4,2017001012,61.3,％
平均消費性向,勤労者世帯,年収五分位4,2018000103,80.1,％
平均消費性向,勤労者世帯,年収五分位4,2018000406,65.4,％
平均消費性向,勤労者世帯,年収五分位4,2018000709,75.3,％
平均消費性向,勤労者世帯,年収五分位4,2018001012,59.2,％
平均消費性向,勤労者世帯,年収五分位4,2019000103,81.8,％
平均消費性向,勤労者世帯,年収五分位4,2019000406,63.3,％
平均消費性向,勤労者世帯,年収五分位4,2019000709,74.3,％
平均消費性向,勤労者世帯,年収五分位4,2019001012,54.7,％
平均消費性向,勤労者世帯,年収五分位4,2020000103,74.1,％
平均消費性向,勤労者世帯,年収五分位4,2020000406,49.6,％
平均消費性向,勤労者世帯,年収五分位4,2020000709,61.3,％
平均消費性向,勤労者世帯,年収五分位4,2020001012,53.3,％
平均消費性向,勤労者世帯,年収五分位4,2021000103,75.7,％
平均消費性向,勤労者世帯,年収五分位4,2021000406,59.6,％
平均消費性向,勤労者世帯,年収五分位4,2021000709,60.3,％
平均消費性向,勤労者世帯,年収五分位4,2021001012,51.4,％
平均消費性向,勤労者世帯,年収五分位4,2022000103,71.7,％
平均消費性向,勤労者世帯,年収五分位4,2022000406,58.1,％
平均消費性向,勤労者世帯,年収五分位4,2022000709,65.0,％
平均消費性向,勤労者世帯,年収五分位4,2022001012,52.8,％
平均消費性向,勤労者世帯,年収五分位4,2023000103,75.4,％
平均消費性向,勤労者世帯,年収五分位4,2023000406,60.9,％
平均消費性向,勤労者世帯,年収五分位4,2023000709,69.2,％
平均消費性向,勤労者世帯,年収五分位4,2023001012,56.8,％
平均消費性向,勤労者世帯,年収五分位4,2024000103,73.5,％
平均消費性向,勤労者世帯,年収五分位4,2024000406,55.9,％
平均消費性向,勤労者世帯,年収五分位4,2024000709,64.6,％
平均消費性向,勤労者世帯,年収五分位4,2024001012,53.2,％
平均消費性向,勤労者世帯,年収五分位4,2025000103,75.3,％
平均消費性向,勤労者世帯,年収五分位4,2025000406,59.7,％
平均消費性向,勤労者世帯,年収五分位4,2025000709,68.1,％
平均消費性向,勤労者世帯,年収五分位4,2025001012,55.8,％
平均消費性向,勤労者世帯,年収五分位4,2026000103,74.9,％
平均消費性向,勤労者世帯,年収五分位5,2000000103,80.2,％
平均消費性向,勤労者世帯,年収五分位5,2000000406,63.1,％
平均消費性向,勤労者世帯,年収五分位5,2000000709,72.8,％
平均消費性向,勤労者世帯,年収五分位5,2000001012,56.7,％
平均消費性向,勤労者世帯,年収五分位5,2001000103,82.2,％
平均消費性向,勤労者世帯,年収五分位5,2001000406,63.6,％
平均消費性向,勤労者世帯,年収五分位5,2001000709,72.6,％
平均消費性向,勤労者世帯,年収五分位5,2001001012,54.8,％
平均消費性向,勤労者世帯,年収五分位5,2002000103,77.5,％
平均消費性向,勤労者世帯,年収五分位5,2002000406,64.8,％
平均消費性向,勤労者世帯,年収五分位5,2002000709,77.9,％
平均消費性向,勤労者世帯,年収五分位5,2002001012,58.0,％
平均消費性向,勤労者世帯,年収五分位5,2003000103,81.5,％
平均消費性向,勤労者世帯,年収五分位5,2003000406,65.3,％
平均消費性向,勤労者世帯,年収五分位5,2003000709,73.6,％
平均消費性向,勤労者世帯,年収五分位5,2003001012,58.0,％
平均消費性向,勤労者世帯,年収五分位5,2004000103,79.0,％
平均消費性向,勤労者世帯,年収五分位5,2004000406,66.1,％
平均消費性向,勤労者世帯,年収五分位5,2004000709,74.3,％
平均消費性向,勤労者世帯,年収五分位5,2004001012,57.2,％
平均消費性向,勤労者世帯,年収五分位5,2005000103,79.8,％
平均消費性向,勤労者世帯,年収五分位5,2005000406,62.9,％
平均消費性向,勤労者世帯,年収五分位5,2005000709,74.1,％
平均消費性向,勤労者世帯,年収五分位5,2005001012,59.0,％
平均消費性向,勤労者世帯,年収五分位5,2006000103,81.5,％
平均消費性向,勤労者世帯,年収五分位5,2006000406,66.4,％
平均消費性向,勤労者世帯,年収五分位5,2006000709,69.9,％
平均消費性向,勤労者世帯,年収五分位5,2006001012,55.1,％
平均消費性向,勤労者世帯,年収五分位5,2007000103,79.3,％
平均消費性向,勤労者世帯,年収五分位5,2007000406,64.0,％
平均消費性向,勤労者世帯,年収五分位5,2007000709,75.1,％
平均消費性向,勤労者世帯,年収五分位5,2007001012,56.5,％
平均消費性向,勤労者世帯,年収五分位5,2008000103,79.4,％
平均消費性向,勤労者世帯,年収五分位5,2008000406,66.0,％
平均消費性向,勤労者世帯,年収五分位5,2008000709,69.9,％
平均消費性向,勤労者世帯,年収五分位5,2008001012,53.1,％
平均消費性向,勤労者世帯,年収五分位5,2009000103,78.3,％
平均消費性向,勤労者世帯,年収五分位5,2009000406,67.1,％
平均消費性向,勤労者世帯,年収五分位5,2009000709,72.3,％
平均消費性向,勤労者世帯,年収五分位5,2009001012,57.7,％
平均消費性向,勤労者世帯,年収五分位5,2010000103,79.6,％
平均消費性向,勤労者世帯,年収五分位5,2010000406,63.6,％
平均消費性向,勤労者世帯,年収五分位5,2010000709,74.4,％
平均消費性向,勤労者世帯,年収五分位5,2010001012,56.1,％
平均消費性向,勤労者世帯,年収五分位5,2011000103,78.3,％
平均消費性向,勤労者世帯,年収五分位5,2011000406,67.2,％
平均消費性向,勤労者世帯,年収五分位5,2011000709,71.4,％
平均消費性向,勤労者世帯,年収五分位5,2011001012,55.6,％
平均消費性向,勤労者世帯,年収五分位5,2012000103,79.2,％
平均消費性向,勤労者世帯,年収五分位5,2012000406,66.0,％
平均消費性向,勤労者世帯,年収五分位5,2012000709,71.0,％
平均消費性向,勤労者世帯,年収五分位5,2012001012,56.5,％
平均消費性向,勤労者世帯,年収五分位5,2013000103,82.2,％
平均消費性向,勤労者世帯,年収五分位5,2013000406,64.6,％
平均消費性向,勤労者世帯,年収五分位5,2013000709,74.1,％
平均消費性向,勤労者世帯,年収五分位5,2013001012,59.7,％
平均消費性向,勤労者世帯,年収五分位5,2014000103,87.5,％
平均消費性向,勤労者世帯,年収五分位5,2014000406,64.6,％
平均消費性向,勤労者世帯,年収五分位5,2014000709,72.1,％
平均消費性向,勤労者世帯,年収五分位5,2014001012,53.7,％
平均消費性向,勤労者世帯,年収五分位5,2015000103,77.2,％
平均消費性向,勤労者世帯,年収五分位5,2015000406,63.9,％
平均消費性向,勤労者世帯,年収五分位5,2015000709,70.0,％
平均消費性向,勤労者世帯,年収五分位5,2015001012,55.0,％
平均消費性向,勤労者世帯,年収五分位5,2016000103,77.6,％
平均消費性向,勤労者世帯,年収五分位5,2016000406,63.0,％
平均消費性向,勤労者世帯,年収五分位5,2016000709,69.2,％
平均消費性向,勤労者世帯,年収五分位5,2016001012,55.4,％
平均消費性向,勤労者世帯,年収五分位5,2017000103,81.1,％
平均消費性向,勤労者世帯,年収五分位5,2017000406,69.7,％
平均消費性向,勤労者世帯,年収五分位5,2017000709,66.0,％
平均消費性向,勤労者世帯,年収五分位5,2017001012,55.6,％
平均消費性向,勤労者世帯,年収五分位5,2018000103,75.7,％
平均消費性向,勤労者世帯,年収五分位5,2018000406,60.4,％
平均消費性向,勤労者世帯,年収五分位5,2018000709,65.7,％
平均消費性向,勤労者世帯,年収五分位5,2018001012,50.0,％
平均消費性向,勤労者世帯,年収五分位5,2019000103,74.8,％
平均消費性向,勤労者世帯,年収五分位5,2019000406,58.4,％
平均消費性向,勤労者世帯,年収五分位5,2019000709,71.0,％
平均消費性向,勤労者世帯,年収五分位5,2019001012,49.0,％
平均消費性向,勤労者世帯,年収五分位5,2020000103,70.4,％
平均消費性向,勤労者世帯,年収五分位5,2020000406,47.8,％
平均消費性向,勤労者世帯,年収五分位5,2020000709,57.8,％
平均消費性向,勤労者世帯,年収五分位5,2020001012,48.1,％
平均消費性向,勤労者世帯,年収五分位5,2021000103,67.6,％
平均消費性向,勤労者世帯,年収五分位5,2021000406,53.6,％
平均消費性向,勤労者世帯,年収五分位5,2021000709,59.6,％
平均消費性向,勤労者世帯,年収五分位5,2021001012,49.5,％
平均消費性向,勤労者世帯,年収五分位5,2022000103,71.2,％
平均消費性向,勤労者世帯,年収五分位5,2022000406,57.0,％
平均消費性向,勤労者世帯,年収五分位5,2022000709,64.2,％
平均消費性向,勤労者世帯,年収五分位5,2022001012,45.5,％
平均消費性向,勤労者世帯,年収五分位5,2023000103,69.0,％
平均消費性向,勤労者世帯,年収五分位5,2023000406,53.4,％
平均消費性向,勤労者世帯,年収五分位5,2023000709,62.2,％
平均消費性向,勤労者世帯,年収五分位5,2023001012,46.6,％
平均消費性向,勤労者世帯,年収五分位5,2024000103,69.4,％
平均消費性向,勤労者世帯,年収五分位5,2024000406,50.1,％
平均消費性向,勤労者世帯,年収五分位5,2024000709,59.0,％
平均消費性向,勤労者世帯,年収五分位5,2024001012,47.5,％
平均消費性向,勤労者世帯,年収五分位5,2025000103,71.8,％
平均消費性向,勤労者世帯,年収五分位5,2025000406,55.9,％
平均消費性向,勤労者世帯,年収五分位5,2025000709,63.7,％
平均消費性向,勤労者世帯,年収五分位5,2025001012,49.9,％
平均消費性向,勤労者世帯,年収五分位5,2026000103,68.3,％
黒字率,勤労者世帯,年収五分位1,2000000103,7.7,％
黒字率,勤労者世帯,年収五分位1,2000000406,23.7,％
黒字率,勤労者世帯,年収五分位1,2000000709,15.9,％
黒字率,勤労者世帯,年収五分位1,2000001012,28.2,％
黒字率,勤労者世帯,年収五分位1,2001000103,12.5,％
黒字率,勤労者世帯,年収五分位1,2001000406,28.4,％
黒字率,勤労者世帯,年収五分位1,2001000709,17.5,％
黒字率,勤労者世帯,年収五分位1,2001001012,25.6,％
黒字率,勤労者世帯,年収五分位1,2002000103,12.3,％
黒字率,勤労者世帯,年収五分位1,2002000406,19.3,％
黒字率,勤労者世帯,年収五分位1,2002000709,17.4,％
黒字率,勤労者世帯,年収五分位1,2002001012,25.7,％
黒字率,勤労者世帯,年収五分位1,2003000103,7.4,％
黒字率,勤労者世帯,年収五分位1,2003000406,23.2,％
黒字率,勤労者世帯,年収五分位1,2003000709,18.9,％
黒字率,勤労者世帯,年収五分位1,2003001012,24.9,％
黒字率,勤労者世帯,年収五分位1,2004000103,10.2,％
黒字率,勤労者世帯,年収五分位1,2004000406,19.5,％
黒字率,勤労者世帯,年収五分位1,2004000709,11.7,％
黒字率,勤労者世帯,年収五分位1,2004001012,25.8,％
黒字率,勤労者世帯,年収五分位1,2005000103,13.4,％
黒字率,勤労者世帯,年収五分位1,2005000406,19.4,％
黒字率,勤労者世帯,年収五分位1,2005000709,13.6,％
黒字率,勤労者世帯,年収五分位1,2005001012,23.8,％
黒字率,勤労者世帯,年収五分位1,2006000103,10.3,％
黒字率,勤労者世帯,年収五分位1,2006000406,20.0,％
黒字率,勤労者世帯,年収五分位1,2006000709,19.1,％
黒字率,勤労者世帯,年収五分位1,2006001012,27.4,％
黒字率,勤労者世帯,年収五分位1,2007000103,12.4,％
黒字率,勤労者世帯,年収五分位1,2007000406,21.6,％
黒字率,勤労者世帯,年収五分位1,2007000709,14.5,％
黒字率,勤労者世帯,年収五分位1,2007001012,24.0,％
黒字率,勤労者世帯,年収五分位1,2008000103,4.4,％
黒字率,勤労者世帯,年収五分位1,2008000406,19.7,％
黒字率,勤労者世帯,年収五分位1,2008000709,18.8,％
黒字率,勤労者世帯,年収五分位1,2008001012,24.6,％
黒字率,勤労者世帯,年収五分位1,2009000103,12.0,％
黒字率,勤労者世帯,年収五分位1,2009000406,23.1,％
黒字率,勤労者世帯,年収五分位1,2009000709,21.4,％
黒字率,勤労者世帯,年収五分位1,2009001012,30.5,％
黒字率,勤労者世帯,年収五分位1,2010000103,15.2,％
黒字率,勤労者世帯,年収五分位1,2010000406,21.6,％
黒字率,勤労者世帯,年収五分位1,2010000709,17.7,％
黒字率,勤労者世帯,年収五分位1,2010001012,30.9,％
黒字率,勤労者世帯,年収五分位1,2011000103,13.0,％
黒字率,勤労者世帯,年収五分位1,2011000406,24.0,％
黒字率,勤労者世帯,年収五分位1,2011000709,15.5,％
黒字率,勤労者世帯,年収五分位1,2011001012,24.5,％
黒字率,勤労者世帯,年収五分位1,2012000103,11.9,％
黒字率,勤労者世帯,年収五分位1,2012000406,22.1,％
黒字率,勤労者世帯,年収五分位1,2012000709,14.4,％
黒字率,勤労者世帯,年収五分位1,2012001012,31.6,％
黒字率,勤労者世帯,年収五分位1,2013000103,15.9,％
黒字率,勤労者世帯,年収五分位1,2013000406,24.0,％
黒字率,勤労者世帯,年収五分位1,2013000709,17.2,％
黒字率,勤労者世帯,年収五分位1,2013001012,30.0,％
黒字率,勤労者世帯,年収五分位1,2014000103,14.9,％
黒字率,勤労者世帯,年収五分位1,2014000406,23.2,％
黒字率,勤労者世帯,年収五分位1,2014000709,13.6,％
黒字率,勤労者世帯,年収五分位1,2014001012,25.0,％
黒字率,勤労者世帯,年収五分位1,2015000103,6.2,％
黒字率,勤労者世帯,年収五分位1,2015000406,20.7,％
黒字率,勤労者世帯,年収五分位1,2015000709,19.6,％
黒字率,勤労者世帯,年収五分位1,2015001012,32.0,％
黒字率,勤労者世帯,年収五分位1,2016000103,15.7,％
黒字率,勤労者世帯,年収五分位1,2016000406,20.3,％
黒字率,勤労者世帯,年収五分位1,2016000709,19.5,％
黒字率,勤労者世帯,年収五分位1,2016001012,28.5,％
黒字率,勤労者世帯,年収五分位1,2017000103,15.6,％
黒字率,勤労者世帯,年収五分位1,2017000406,23.7,％
黒字率,勤労者世帯,年収五分位1,2017000709,23.6,％
黒字率,勤労者世帯,年収五分位1,2017001012,27.4,％
黒字率,勤労者世帯,年収五分位1,2018000103,14.1,％
黒字率,勤労者世帯,年収五分位1,2018000406,25.9,％
黒字率,勤労者世帯,年収五分位1,2018000709,13.7,％
黒字率,勤労者世帯,年収五分位1,2018001012,33.3,％
黒字率,勤労者世帯,年収五分位1,2019000103,15.2,％
黒字率,勤労者世帯,年収五分位1,2019000406,27.6,％
黒字率,勤労者世帯,年収五分位1,2019000709,19.3,％
黒字率,勤労者世帯,年収五分位1,2019001012,33.9,％
黒字率,勤労者世帯,年収五分位1,2020000103,21.3,％
黒字率,勤労者世帯,年収五分位1,2020000406,34.2,％
黒字率,勤労者世帯,年収五分位1,2020000709,27.4,％
黒字率,勤労者世帯,年収五分位1,2020001012,36.3,％
黒字率,勤労者世帯,年収五分位1,2021000103,16.5,％
黒字率,勤労者世帯,年収五分位1,2021000406,28.3,％
黒字率,勤労者世帯,年収五分位1,2021000709,26.3,％
黒字率,勤労者世帯,年収五分位1,2021001012,34.4,％
黒字率,勤労者世帯,年収五分位1,2022000103,18.2,％
黒字率,勤労者世帯,年収五分位1,2022000406,31.9,％
黒字率,勤労者世帯,年収五分位1,2022000709,29.2,％
黒字率,勤労者世帯,年収五分位1,2022001012,36.5,％
黒字率,勤労者世帯,年収五分位1,2023000103,18.8,％
黒字率,勤労者世帯,年収五分位1,2023000406,33.7,％
黒字率,勤労者世帯,年収五分位1,2023000709,25.1,％
黒字率,勤労者世帯,年収五分位1,2023001012,36.5,％
黒字率,勤労者世帯,年収五分位1,2024000103,16.9,％
黒字率,勤労者世帯,年収五分位1,2024000406,37.3,％
黒字率,勤労者世帯,年収五分位1,2024000709,23.3,％
黒字率,勤労者世帯,年収五分位1,2024001012,42.0,％
黒字率,勤労者世帯,年収五分位1,2025000103,21.6,％
黒字率,勤労者世帯,年収五分位1,2025000406,32.4,％
黒字率,勤労者世帯,年収五分位1,2025000709,22.1,％
黒字率,勤労者世帯,年収五分位1,2025001012,41.2,％
黒字率,勤労者世帯,年収五分位1,2026000103,20.3,％
黒字率,勤労者世帯,年収五分位2,2000000103,16.2,％
黒字率,勤労者世帯,年収五分位2,2000000406,19.8,％
黒字率,勤労者世帯,年収五分位2,2000000709,20.2,％
黒字率,勤労者世帯,年収五分位2,2000001012,34.5,％
黒字率,勤労者世帯,年収五分位2,2001000103,16.1,％
黒字率,勤労者世帯,年収五分位2,2001000406,27.1,％
黒字率,勤労者世帯,年収五分位2,2001000709,20.8,％
黒字率,勤労者世帯,年収五分位2,2001001012,34.5,％
黒字率,勤労者世帯,年収五分位2,2002000103,14.6,％
黒字率,勤労者世帯,年収五分位2,2002000406,25.6,％
黒字率,勤労者世帯,年収五分位2,2002000709,20.8,％
黒字率,勤労者世帯,年収五分位2,2002001012,33.7,％
黒字率,勤労者世帯,年収五分位2,2003000103,14.5,％
黒字率,勤労者世帯,年収五分位2,2003000406,25.9,％
黒字率,勤労者世帯,年収五分位2,2003000709,22.8,％
黒字率,勤労者世帯,年収五分位2,2003001012,32.8,％
黒字率,勤労者世帯,年収五分位2,2004000103,15.1,％
黒字率,勤労者世帯,年収五分位2,2004000406,20.1,％
黒字率,勤労者世帯,年収五分位2,2004000709,23.3,％
黒字率,勤労者世帯,年収五分位2,2004001012,30.7,％
黒字率,勤労者世帯,年収五分位2,2005000103,16.8,％
黒字率,勤労者世帯,年収五分位2,2005000406,23.6,％
黒字率,勤労者世帯,年収五分位2,2005000709,18.3,％
黒字率,勤労者世帯,年収五分位2,2005001012,30.5,％
黒字率,勤労者世帯,年収五分位2,2006000103,18.7,％
黒字率,勤労者世帯,年収五分位2,2006000406,24.1,％
黒字率,勤労者世帯,年収五分位2,2006000709,24.9,％
黒字率,勤労者世帯,年収五分位2,2006001012,33.3,％
黒字率,勤労者世帯,年収五分位2,2007000103,19.0,％
黒字率,勤労者世帯,年収五分位2,2007000406,27.1,％
黒字率,勤労者世帯,年収五分位2,2007000709,21.8,％
黒字率,勤労者世帯,年収五分位2,2007001012,29.2,％
黒字率,勤労者世帯,年収五分位2,2008000103,15.0,％
黒字率,勤労者世帯,年収五分位2,2008000406,24.3,％
黒字率,勤労者世帯,年収五分位2,2008000709,19.6,％
黒字率,勤労者世帯,年収五分位2,2008001012,31.3,％
黒字率,勤労者世帯,年収五分位2,2009000103,11.2,％
黒字率,勤労者世帯,年収五分位2,2009000406,23.4,％
黒字率,勤労者世帯,年収五分位2,2009000709,20.2,％
黒字率,勤労者世帯,年収五分位2,2009001012,25.4,％
黒字率,勤労者世帯,年収五分位2,2010000103,16.2,％
黒字率,勤労者世帯,年収五分位2,2010000406,28.5,％
黒字率,勤労者世帯,年収五分位2,2010000709,21.2,％
黒字率,勤労者世帯,年収五分位2,2010001012,33.9,％
黒字率,勤労者世帯,年収五分位2,2011000103,16.6,％
黒字率,勤労者世帯,年収五分位2,2011000406,25.7,％
黒字率,勤労者世帯,年収五分位2,2011000709,22.9,％
黒字率,勤労者世帯,年収五分位2,2011001012,28.1,％
黒字率,勤労者世帯,年収五分位2,2012000103,16.6,％
黒字率,勤労者世帯,年収五分位2,2012000406,31.2,％
黒字率,勤労者世帯,年収五分位2,2012000709,19.2,％
黒字率,勤労者世帯,年収五分位2,2012001012,30.3,％
黒字率,勤労者世帯,年収五分位2,2013000103,10.3,％
黒字率,勤労者世帯,年収五分位2,2013000406,20.3,％
黒字率,勤労者世帯,年収五分位2,2013000709,18.5,％
黒字率,勤労者世帯,年収五分位2,2013001012,31.3,％
黒字率,勤労者世帯,年収五分位2,2014000103,8.3,％
黒字率,勤労者世帯,年収五分位2,2014000406,26.1,％
黒字率,勤労者世帯,年収五分位2,2014000709,21.0,％
黒字率,勤労者世帯,年収五分位2,2014001012,32.0,％
黒字率,勤労者世帯,年収五分位2,2015000103,13.6,％
黒字率,勤労者世帯,年収五分位2,2015000406,28.2,％
黒字率,勤労者世帯,年収五分位2,2015000709,16.8,％
黒字率,勤労者世帯,年収五分位2,2015001012,31.8,％
黒字率,勤労者世帯,年収五分位2,2016000103,18.4,％
黒字率,勤労者世帯,年収五分位2,2016000406,28.0,％
黒字率,勤労者世帯,年収五分位2,2016000709,25.0,％
黒字率,勤労者世帯,年収五分位2,2016001012,34.6,％
黒字率,勤労者世帯,年収五分位2,2017000103,15.7,％
黒字率,勤労者世帯,年収五分位2,2017000406,28.6,％
黒字率,勤労者世帯,年収五分位2,2017000709,19.3,％
黒字率,勤労者世帯,年収五分位2,2017001012,38.5,％
黒字率,勤労者世帯,年収五分位2,2018000103,12.1,％
黒字率,勤労者世帯,年収五分位2,2018000406,30.7,％
黒字率,勤労者世帯,年収五分位2,2018000709,26.3,％
黒字率,勤労者世帯,年収五分位2,2018001012,35.1,％
黒字率,勤労者世帯,年収五分位2,2019000103,20.1,％
黒字率,勤労者世帯,年収五分位2,2019000406,35.1,％
黒字率,勤労者世帯,年収五分位2,2019000709,21.0,％
黒字率,勤労者世帯,年収五分位2,2019001012,41.5,％
黒字率,勤労者世帯,年収五分位2,2020000103,22.9,％
黒字率,勤労者世帯,年収五分位2,2020000406,49.7,％
黒字率,勤労者世帯,年収五分位2,2020000709,31.2,％
黒字率,勤労者世帯,年収五分位2,2020001012,41.5,％
黒字率,勤労者世帯,年収五分位2,2021000103,27.1,％
黒字率,勤労者世帯,年収五分位2,2021000406,37.8,％
黒字率,勤労者世帯,年収五分位2,2021000709,35.2,％
黒字率,勤労者世帯,年収五分位2,2021001012,41.9,％
黒字率,勤労者世帯,年収五分位2,2022000103,23.7,％
黒字率,勤労者世帯,年収五分位2,2022000406,37.2,％
黒字率,勤労者世帯,年収五分位2,2022000709,33.3,％
黒字率,勤労者世帯,年収五分位2,2022001012,42.2,％
黒字率,勤労者世帯,年収五分位2,2023000103,20.3,％
黒字率,勤労者世帯,年収五分位2,2023000406,37.0,％
黒字率,勤労者世帯,年収五分位2,2023000709,28.3,％
黒字率,勤労者世帯,年収五分位2,2023001012,43.6,％
黒字率,勤労者世帯,年収五分位2,2024000103,22.4,％
黒字率,勤労者世帯,年収五分位2,2024000406,42.7,％
黒字率,勤労者世帯,年収五分位2,2024000709,33.2,％
